NO.,Grammar,Category,Korean,English,Source
473,Noun,Time,이월 ,2月 February,1.8
474,Noun,Time,삼월 ,3月 March,1.8
475,Noun,Time,사월 ,4月 April,1.8
476,Noun,Time,유월 ,6月 June,1.8
477,Noun,Time,칠월 ,7月 July,1.8
478,Noun,Time,팔월 ,8月 August,1.8
479,Noun,Time,구월 ,9月 September,1.8
480,Noun,Time,시월 ,10月 October,1.8
481,Noun,Time,십일월 ,11月  November,1.8
482,Noun,Time,십이월 ,12月 December,1.8
483,Noun,Time,파티,聚会 party,1.8
484,Noun,Time,생일,生日 birthday,1.8
485,Noun,Time,약속,约定 promise,1.8
486,Noun,Dress,세일 ,"打折
세일하다 sale",1.8
487,Adverb,S - Connection,N부터 N까지,"A 몇 시부터 몇 시까지 한국어를 배워요?
B 6시 반부터 9시 반까지 배워요.

A 언제까지 방학이에요?  放假放到什么时候？
B 2월 28일까지 방학이에요.

“N부터”表示动作或状态开始的时间，“N까지”表示动作或状态结束的时间。“N부터”与“N까지”也可以单独使用。可译成“从······到······”。
월요일부터 금요일까지 회사에서 일해요. 从星期一到星期五在公司工作。

＂N부터 N까지”还可表示某一范围的开始和结束。
例 1과부터 6과까지 공부했어요． 从第1课到第6课都学习了。",1.8
488,Noun,Travel,여행,을 하다 旅行 journey,1.8
489,Verb,V - Past tense,A/V-았어요/었어요/였어요,"하다 → 했어요

過去式：어요 먹다 → 먹었어요

A 어제 뭐 했어요?
B 올리버 씨하고 영화를 봤어요.

A 주말에 뭐 했어요?
B 집에서 음악을 들었어요.",1.8
490,Verb,V - Past tense,A/V-았어요/었어요/였어요,"어제 뭐 했어요?

영화를 보다   영화를 봤어요.

친구를 만나다  친구를 만났어요
운동하다  운동했어요
책을 읽다  
영어를 가르치다  영어를 가르쳤어요
시장에 가다  시장에 갔어요
쉬다  쉬었어요",1.8
491,Grammer,Irregular Word,“ㄷ”的不规则变化,"“ㄷ”的不规则变化
词干末音节以“ㄷ”结尾的部分动词，如“듣다”和“걷다”等，当后面遇到以元音开始的语尾时，“ㄷ”变成“ㄹ”。
듣타 +-아요/어요/여요
듣+-어요 → 들어요",1.8
492,Grammer,Irregular Word,“ㄷ”的不规则变化,"语尾                                            듣다  걷다  묻다
-고                                               듣고  걷고  묻고
                                                      들어요  걸어요  물어요
-았어요/었어요/였어요  들었어요  걸었어요  물었어요
-(으)세요                                       들으세요  걸으세요  물으세요

例 어제 음악을 들었어요. 我昨天听音乐了。
매일 공원에서 걸어요.我每天都在公园散步。
저는 K-POP을 자주 들어요. 我经常听韩国流行音乐。
선생님의 이야기를 들으세요. 请听老师的讲话。

A： 주말에 뭐 했어요？ 周末做什么了？
B： 주말에 공원에서 걸었어요.周末在公园走了走。",1.8
493,Grammer,Irregular Word,“ㄷ”的不规则变化,"有部分收音为“ㄷ”的动词在遇到以元音开始的语尾时，
“ㄷ”不发生变化，这样的动词有“닫다， 받다＂.
공원에서 걷다
例 창문을 닫으세요. 请关一下窗户。
생일에 선물을 받았어요. 我收到了生日礼物。",1.8
494,Verb,V - Past tense,A/V-았어요/었어요/였어요,"过去时制语尾，接于谓词词干后，表示过去的动作或状态。
接续法
示例
词干末音节含阳性元音“ㅏ，ㅗ”时 ＋ -았어요
만나다 + -았어요 → 만났어요
보타 + -았어요 → 봤어요
좋타 + -았어요 → 좋았어요

词干末音节含阴性元音“ㅓ，ㅜ时＋ -었어요
마시타 + -었어요 → 마셨어요
재미있타 + -었어요 → 재미있었어요
먹타 + -었어요 → 먹었어요

词干末音节以“하다”结尾时＋-였어요 → 했어요
공부하다 → 공부했어요
따뜻하다 → 따뜻했어요

例어제 영화를 봤어요. 그那 영화가 재미있었어요. 昨天我看了电影。那部电影很有意思。
주말에 도서관에서 공부했어요. 周末我在图书馆里学习了。
A： 어제 뭐 했어요？ 您昨天干什么了？
B： 집에서 책을 읽었어요. 我在家里看书了。",1.8
495,Verb,V - Past tense,이에요／예요,"“N 이에요／예요”的过去式为“N이었어요／였어요”。
例 저는 의사였어요. 我曾经是医生。
어제는 금요일이었어요， 昨天是星期五。",1.8
496,Verb,V - Past tense,이에요／예요,"에바: 양양 씨, 시험이 며칠이에요? 杨洋，您几号考试？
양양: 3월 9일이에요.  我3月9号考。
에바: 그래요? 몇 시에 시험을 봐요?   哦，几点考试？
양양: 9시부터 12시까지 봐요.  从9点到12点考。
에바: 어제 시험공부 많이 했어요?  您昨天为考试准备了很多吗？
양양: 아니요, 공부 안 하""고""然後 K-POP을 들었어요.  没有，我没学习，听了韩国流行音乐。
에바: 그럼 오늘부터 열심히 (用心地) 공부하세요.   那么，从今天开始努力学习吧。",1.8
497,Verb,V - Past tense,이에요／예요,"이름이 뭐예요?  叫什么名字？
생일이 언제예요?  生日是什么时候？
지난(last) 생일에 뭐 했어요?  之前过生日时做了什么？
지난 생일에 무슨 선물을 받았어요?  之前收到了什么生日礼物？

케빈 씨 생일이 언제예요?  8월 7일이에요.
케빈 씨 지난 생일에 뭐 했어요?  친구하고 파티를 ··",1.8
498,Verb,V - Past tense,이에요／예요,"오늘은 크리스마스예요. 그래서(所以) 케빈 씨 징에서 파티를 했어요.
케빈 씨는(主角) 팅팅 씨하고 나(我)를 파티에 초대(招待)했어요. (=邀请)
팅팅 씨하고 나는 백화정에서 오후(下午) 4시쫑에 만났어요.
그리고 케이크를 사고, 케빈 씨 집에 갔어요.
우리는 6시쫑에 파티를 시작했어요(开始). 케빈 씨 집에서
같이 저녁을 먹었어요. 저녁을 먹고 케이크도 먹었어요. 정말真的 맛있었어요.
그리고 크리스마스(Merry Chistmas) 노래도 들었어요.
우리는 방 11시까지 파티를 했어요. 파티가 아주 재미있었어요.
일기 日记
편지 信",1.8
499,Noun,Weather,날씨,天气 weather,1.9
500,Adjective,Feelings,맑다,晴，晴朗 Sunshine clear,1.9
501,Adjective,Feelings,흐리다 ,阴，阴天 形容濛&多雲 Clody cloudy,1.9
502,Adjective,Feelings,덥다, 热 Top Da   덥다           더워요                  더웠어요                덥고 Hot hot        뜨겁다,1.9
503,Adjective,Feelings,춥다,冷，寒冷          춥다           추워요                 추웠어요                춥고 Cold cold,1.9
504,Adjective,Feelings,따뜻하다 ,温暖，暖和 Warm ㅅ+ㅎ= E(t.) warm,1.9
505,Adjective,Feelings,시원하다 ,凉快，凉爽 Cool cool,1.9
506,Adjective,Feelings,비가 오다 ,下雨 Rain,1.9
507,Adjective,Feelings,눈이 오다 ,下雪 Snow,1.9
508,Noun,Weather,계절,季节  音 騎在L season,1.9
509,Noun,Weather,봄,春天 spring,1.9
510,Noun,Weather,여름 ,夏天 summer,1.9
511,Noun,Weather,가을 ,秋天 fall,1.9
512,Noun,Weather,겨울,冬天 winter,1.9
513,Grammer,Weather,N이／가 어때요,"미국은 흐려요? 네, 흐려요.
브라질도 흐려요? 아니요, 맑아요.",1.9
514,Grammer,Weather,N이／가 어때요,"A 오늘 날씨가 어때요?
B 아주 추워요.
A：今天天气怎么样？
B：非常冷。

示例
날씨가 어때요?
추워요.
더워요.

날씨가 더워요?
네, 더워요.
아니요, 추워요.",1.9
515,Grammer,Weather,N이／가 어때요,"N이／가 어때요？·····怎么样？
用于询问某一对象的状态和特征。 
A：요즘 날씨가 어때요？ 最近天气怎么样？
B： 따뜻해요. 很暖和。

A： 이 책이 어때요？ 这本书怎么样？
B： 아주 재미있어요. 非常有意思。
날씨가 추워요
책이 가벼워요 
한국어가 어려워요
아기야기가 귀여워요
김치가 매워요
가방이 무거워요
숙제가 쉬워요
떡볶이가매워요",1.9
516,Adjective,Feelings,가볍다,輕 Light  가볍다   가벼워요              가벼웠어요          가볍고 light,1.9
517,Adjective,Feelings,무겁다 ,重 Heavy  무겁다     무거워요          무거웠어요           무겁고 heavy,1.9
518,Adjective,Feelings,쉽다  ,Easy  쉽다            쉬워요                쉬웠어요              쉽고 easy,1.9
519,Adjective,Feelings,어렵다,Difficult   어렵다     어려워요           어려웠어요          어렵고   difficult,1.9
520,Adjective,Feelings,귀엽다,Cute    귀엽다     귀여워요          귀여웠어요             귀엽고 charming,1.9
521,Adjective,Feelings,맵다,Spicy   맵다            매워요               매웠어요                   맵고 spicy,1.9
522,Grammer,Irregular Word,ㅂ的不规则变化,"ㅂ的不规则变化
部分以“ㅂ”结尾的形容词后与首字母为元音的音节相连时，“日”会变成“우”。例如 “덥다 （热）、춥다（冷）、어렵다 （难）、쉽다（容易）、무겁다（重）、가볍다（轻）、맵다 （辣）、귀엽다（可爱）”。

덥다 →더워요
If 으 → 덥으세요
但ㅂ不可跟으一起
 → 덥의세요 →더우세요

덥다+-아요/어요/여요           더워요
덥다+-았어요/었어요/           더웠어요

김치가 매워요. 泡菜很辣。
아기가 귀여워요. 孩子很可爱。
A： 한국어 시험이 어려웠어요？ 韩国语考试难吗？
B： 네， 좀 어려웠어요. 嗯，有点难。",1.9
523,Grammer,Irregular Word,ㅂ的不规则变化,"注意：在词干以“ㅂ”结尾的形容词或动词中，也有与首字母为元音的音节相连时不发生变形的规则单词，例如＂좁다（窄）、입다（穿）”等。

방은 아주 좁아요. 我的房间非常窄。
다쿠야 씨는 바지를 입었어요. 卓也穿了裤子。",1.9
524,Verb,V - Ask Opinion,（으）ㄹ까요？,"將來式問題結尾→問人意見＝不如？
V-(으)르까요? (으有收音)

왜워드릴까요
먹다→먹을까요?
하다→할까요?

A 우리 같이 영화를 볼까요?  我们一起去看电影好吗？
B 네, 좋아요.  嗯，好啊。

A 몇 시에 만날까요?  几点见面好呢？
B 3시에 만나요.  3点见吧。

우리 내일 만날까요?
네, 좋아요.
미안해요. 내일은 시간이 없어요.",1.9
525,Verb,V - Ask Opinion,（으）ㄹ까요？,"영화를 볼까요?
밥을 먹을까요?
운동할까요?
커피를 마실까요?
쇼핑할까요?
回答
좋다 / 시간이 없다 / 약속이 있다 ······",1.9
526,Verb,V - Ask Opinion,（으）ㄹ까요？,"“V-(으)르까？”用于动词词干后，表示向对方建议某事，询问对方的意见或想法。可译成“·····好吗？”“．·····怎么样？”“.·····好呢？”等。

词干末音节无收音或收音为“ㄹ”时＋-르까요？
보다 + -르까요? → 볼까요?
词干末音节有收音（除收音“ㄹ”外）时＋을까요？
먹다 + -을까요? → 먹을까요?

A： 점심에 같이 비빔밥을 먹을까요？ 中午一起吃拌饭好吗？
B： 네， 좋아요. 好呀。
A： 우리 내일 영화를 볼까요？ 我们明天一起去看电影好吗？
B： 미안해요， 내일은 시간이 없어요.抱歉，明天没有时间。",1.9
527,Verb,V - Ask Opinion,（으）ㄹ까요？,"注意：以“-（으）ㄹ까요？”结尾的句子语义上的主语一般是第一人称复数“우리（我们）”。

A：（우리） 몇 시에 만날까요？ （我们）几点见面好呢？
B ： （우리） 두 시에 만나요． 我们2点见面吧。

回答以“-（으）ㄹ까요？”结尾的提问时，一般使用微敬语终结语尾“-아요／어요／여요”，此时，“-아요／어요／여요”具有祈使的语义。

A：내일 어디에 갈까요？ 明天去哪里呢？
B： 도서관에 가요. 去图书馆吧。

当在正式场合回答“-（으）ㄹ까요？”的提问时，一般使用最敬阶祈使终结语尾""-(으)시다”

A：몇 시에 만날까요？ 几点见面好呢？
B： 5시에 만납시다． 5点见面吧。",1.9
528,Verb,V - Ask Opinion,（으）ㄹ까요？,"호세: 로렌 씨, 우리 오늘 공원에 갈까요?  洛兰，我们今天去公园好吗？
로렌: 오늘은 날씨가 너무) 추워요.  今天天气太冷了。
호세: 그럼 영화를 볼까요?  那去看电影好吗？
로렌: 네, 좋아요. 몇 시에 만날까요?  嗯，好啊。几点见面好呢？
호세: 1시에 학교 앞에서在 만나요.  1点在学校前面见吧。

공원에 가다
점심을 먹다
날씨가 너무 춥다
날씨가 너무 덥다
시간이 없다
약속이 있다
영화를 보다
수영장에 游泳馆  가다
테니스를 치다  网球  打(有拍)
*籃球跟하다 因為無拍",1.9
529,Adverb,Number,아주,非常 正面 very much,1.9
530,Adverb,Number,너무 ,太    負面   口語就無所調 too,1.9
531,Adverb,Number,조금,点点，有点 a little,1.9
532,Noun,Travel,계획, 计划 Plan plan,1.9
533,Noun,Furniture,침대 ,床 bed,1.9
534,Noun,Furniture,옷장 ,衣橱 wardrobe,1.9
535,Noun,Furniture,책장 ,书柜 bookcase,1.9
536,Noun,Furniture,쓰레기통 ,垃圾桶 dustbin,1.9
537,Noun,Furniture,냉장고 ,冰箱 refrigerator,1.9
538,Noun,Furniture,세탁기 ,洗衣机 washing machine,1.9
539,Noun,Furniture,에어컨 ,空调 air conditioner,1.9
540,Noun,Furniture,전자레인지 ,微波炉 microwave,1.9
541,Noun,Position,위, 上，上面 top,1.9
542,Noun,Position,아래／밑 ,下，下面 Bottom/Bottom,1.9
543,Noun,Position,앞,前，前面 front,1.9
544,Noun,Position,뒤,后，后面 back,1.9
545,Noun,Position,안,里，里面 not,1.9
546,Noun,Position,옆 ,旁边 beside,1.9
547,Noun,Position,밖 ,外面 outside,1.9
548,Grammer,V - Has/have,N에 있다/없다,"N에 있다/없다  用이／가

A 방에 옷장이 있어요? 房间里有衣橱吗？
B 네, 있어요. 嗯，有。

A 옷장이 어디에 있어요? 에用係地方   衣橱在哪里？
B 문 옆에 있어요. 在门旁边。

- 방에 에어컨이 있어요? 아니요, 없어요.
- 모자가 옷장 위에 있어요?
- 그럼 옷장이 있어요? 네, 있어요.
- 옷장이 어디에 있어요? 침대 옆에 있어요.
- 냉장고가 텔레비전 아래에 있어요",1.9
549,Grammer,V - Has/have,N에 있다/없다,"地点名词＋에 있다／없다”表示某人或某物在／不在某个地方。如果在，则用“있다”；如果不在，则用“없다”。该句型可与“앞， 뒤， 위， 아래／밑， 옆， 밖， 안”等位置名词搭配使用。
例 유카 씨는 도서관에 있어요.优香在图书馆。

A： 양양 씨가 집에 있어요？ 杨洋在家吗？
자갑이 책상 위에 있어요. 钱包在书桌上。
B： 아니요. 집에 없어요. 학교에 있어요. 不，他不在家。他在学校。
“NO”位置较为灵活，可放在主语后，此时可译成“在／不在”；也可放在主语前，此时可译成“有／没有”。
例 우유가 냉장고에 있어요. （牛奶在冰箱。）＝냉장고에 우유가 있어요. （冰箱里有牛奶。）",1.9
550,Grammer,V - Has/have,N에 있다/없다,"注意1：当“NO”构成对话的话题或在对话中被再次提及时，使用“NO는”更自然，此时“에는”表示对前面出现的地点进行强调。

例 여기가 제 방이에요. 제 방에는 침대와 옷장이 있어요. 这是我的房间。我的房间里有床和衣柜。

注意2：在口语中“여기”＂거기”＂저기”“어디”后的“에”一般省略。

例 집이 어디（에） 있어요？ 房子在哪里？
가방이 저기（에） 있어요. 包在那边。",1.9
551,Noun,Location,근처에,附近 nearby Nearby,1.9
552,Noun,Location,쭉,一直 straight Plump,1.9
553,Noun,Location,왼쪽,左邊 left left,1.9
554,Noun,Location,오른쪽,右邊 right right,1.9
555,Noun,Location,이쪽,this way this way,1.9
556,Noun,Location,커피숍,Coffee shop coffee shop,1.9
557,Noun,Location,극장,Cinema theater,1.9
558,Grammer,Location,N(으)로,"N(으)로        로向        →向N去

A 이 근처에 지하철역이 있어요?   근처에附近  这附近有地铁站吗？
B 네, 있어요. 이쪽으로向 쭉一直 가세요. 嗯，有。沿这个方向一直走就行。

이 근처에 커피숍이 있어요?
네, 있어요. 왼쪽으로 가세요.

병원이 오른쪽으로 가세요.
백화점이 앞으로 가세요.
극장이 이쪽으로 가세요.",1.9
559,Grammer,Location,N(으)로,"“（으）로”与名词一起搭配使用，表示移动的方向或目的地。可译成“往······”“朝····.”“向”等，根据情况也可不译。

名词末音节无收音时＋로
뒤+ 로 →뒤로

名词末音节为收音“ㄹ”时＋로
독일+ 로→ 독일로

名词末音节有收音（除收音""ㄹ""外）时＋으론
앞+으로 → 앞으로

例 앞으로 쭉 가세요.请一直往前走。
병원 뒤로 오세요.请到医院后面来。
교실로 가세요，请去教室。

A： 지금 집으로 가요？ 现在回家吗？音beu
B： 아니요. 회사로 가요. 不，现在去公司。",.
560,Grammer,Location,N(으)로,"유카 :침대가 몇meet 층에 있어요?  请问床在几楼？
직원: 7(칠) 층에 있어요. 7층으로 가세요. 在7楼，请去7楼。
유카: 고맙습니다. 그런데 화장실은 어디에 있어요? 谢谢。那么请问洗手间在哪里？
직원: 엘리베이터 옆에 있어요. 이쪽으로 쭉 가세요. 谢谢。那么请问洗手间在哪里？
유카: 아, 네. 고맙습니다. 哦，好的，谢谢您。",1.9
561,Adverb,S - Connection,그런데,不過 by the way,1.9
562,Grammer,Location,N(으)로,"방에 뭐가 있어요? 침대하고 책상이 있어요.
침대가 어디에 있어요? 침대는 창문 앞에 있어요.
책상은 어디에 있어요? 책상은 방의 오른쪽에 있어요.
또 뭐가 있어요?",1.9
563,Grammer,Location,N(으)로,"가교문고'로 오세요

여러분, '가교문고'를 알아요?
'가교문고'는 언어語言교육원教育院의的 도서관이에요.
여기에는 한국어 책하고
한국 드라마 DVD가 많이 있어요.
외국인 학생들이 매일 여기에 많이 와요.
여러분도都 수업課堂이 끝나完結고 '가교문고'로 오세요.",1.9
564,Noun,Family,할아버지,Grandpa grandfather,2.1
565,Noun,Family,할머니,Grandma grandmother,2.1
566,Noun,Family,아버지,Father father,2.1
567,Noun,Family,어머니,Mother mother,2.1
568,Noun,Family,형,"Brother, called by male form",2.1
569,Noun,Family,누나,"Sister, called by male older sister",2.1
570,Noun,Family,오빠,"Elder brother, called by female older brother",2.1
571,Noun,Family,언니,"Elder sister, called by female sister",2.1
572,Noun,Family,남동생,Younger brother younger brother,2.1
573,Noun,Family,여동생,Younger sister younger sister,2.1
574,Noun,Family,남편,Husband husband,2.1
575,Noun,Family,아래,Wife below,2.1
576,Noun,Family,아들,Son son,2.1
577,Noun,Family,딸,Daughter daughter,2.1
578,Grammer,Polite 시다,是 N(이)세요,"動作敬語-시다（口＆書）
- 句子內任何形容長輩／陌生人做的動作，都會用動作敬語",
579,Grammer,Polite 시다,是 N(이)세요,"이 분은 누구세요?
우리 어머니 세요.",2.1
580,Grammer,Polite 시다,是 N(이)세요,"몇 살어에요?
저는41 살이에요.

몇 살아세요?
우리 할아버지는 일흔섯이세요",2.1
581,Grammer,Polite 시다,是 N(이)세요,"A 이분은 누구세요?
B 우리 어머니세요.
A：这位是谁？
B：是我母亲。",2.1
582,Grammer,Polite 시다,是 N(이)세요,"＂（이）세요”是“이에요／예요”的敬语形式，与名词结合使用，当句子主语比说话者年龄大或地位高时使用。
名词末音节无收音时＋세요           (예요)

名词末音节有收音时＋이세요    (이에요)

이분은 우리 어머니세요. 这位是我母亲。
우리 어머니는 요리사세요. 我的母亲是厨师。

저분은 우리 선생님이세요. 那位是我的老师。
우리 아버지는 공무원이세요. 我父亲是公务员。

当主语为“나”或“저”之类的第一人称时不可以使用该句型。
例 저는 의사세요. （X） → 저는 의사예요.（O） 我是医生。

사람 平語.
분敬语",2.1
583,Grammer,Polite 시다,是 N(이)세요,"在韩国，谈论自己的家人、房子、国家、公司、学校等时，经常使用“우리（我们）”。
例 이분은 우리 아버지세요. 这位是我爷爷。여기는 우리 학교예요.这里是我们学校。
有歸屬感就用우리 不用 제",2.1
584,Grammer,Polite 시다,是 N(이)세요,"在叙述自己的年龄时，一般说“한，두， 세······＋살（岁）”。“20살”读作“스무살”。

例A： 몇 살이에요？ 你多大了？
B： 스물세 살이에요． 23岁。",2.1
585,Noun,Age,열,10 ten,2.1
586,Noun,Age,스물,20 twenty,2.1
587,Noun,Age,서른,30 thirty,2.1
588,Noun,Age,마흔,40 forty,2.1
589,Noun,Age,쉰,50 fifty,2.1
590,Noun,Age,예순,60 sixty,2.1
591,Noun,Age,일흔,70 seventy,2.1
592,Noun,Age,여든,80 eighty,2.1
593,Noun,Age,아흔,90 ninety,2.1
594,Noun,Age,백,100 one hundred,2.1
595,Grammer,Polite 시다,是 N(이)세요,"在谈论年龄时，也可省略“살”。

저는 스물둘이에요． 我22（岁）了。
우리 할아버지는 일흔셋이세요． 我爷爷73（岁）了。",2.1
596,Grammer,Polite 시다,A/ V - (으)세요 現在式,"現在式（V／A） （으）세요. ／（V／A）（으）셔요.（不常用）

eg.오다 →> 오세요. /오셔요.",2.1
597,Grammer,Polite 시다,A/ V - (으)세요 現在式,"A/V-(으)세요
A 어머니는 무슨 일을 하세요? 您母亲是做什么工作的？
B 은행에서 일하세요. （我母亲）在银行工作。",2.1
598,Grammer,Polite 시다,A/ V - (으)세요 現在式,"이분은 누구세요? 요우리 아버지세요.
아버지는 무슨 일을 하세요? 선생님이세요. / 학교에서 영어를 가르치세요.
아버지는주말에 보통(普通/通常) 뭐 하세요? 테니스를 치세요.",2.1
599,Grammer,Polite 시다,A/ V - (으)세요 現在式,"""-(으)세요""是“-아요／어요／여요”的敬语形式，与形容词或动词词干结合使用，当句子主语比说话者年龄大或地位高时使用。

词干末音节无收音时＋-세요
친절하다→ 친절하세요
词干末音节有收音时＋-으세요
멋있다 - 멋있으세요",2.1
600,Grammer,Polite 시다,A/ V - (으)세요 現在式,"박 선생님은 친절하세요.朴老师很亲切。
우리 할아버지는 아주 멋있으세요. 我爷爷很帅。
우리 아버지는 영어를 가르치세요. 我父亲教英语。
할머니는 아침에 신문을 읽으세요. 奶奶早晨读报纸。
A： 언제 한국어를 배우세요？ 您什么时候学韩国语？
B： 월요일하고 목요일에 배워요. 周一和周四学。

A： 한국 음악을 들으세요？ 您听韩国音乐吗？
B： 네， 자주 들어요. 嗯，经常听。",2.1
601,Grammer,Polite 시다,A/ V - (으)세요 現在式,"当主语为“나”或“저”之类的第一人称时不可以使用该句型。
例 저는 신문사에서 일하세요. （X） →저는 신문사에서 일해요.（O）我在报社工作。",2.1
602,Grammer,Polite 시다,A/ V - (으)세요 現在式,"当向对方恭敬地询问其家庭情况、名字、年龄等
时，可以用以下句子进行提问。
例 가족이 어떻게 되세요？ 请问您家里有几口人？
성함이 어떻게 되세요？ 请问您尊姓大名？
나이／연세가 어떻게 되세요？ 请问您贵庚？",2.1
603,Noun,Sports,태권도 해다,Taekwonto,2.1
604,Noun,Sports,등산하다,hike,2.1
605,Verb,Work, 다니다,往返 attend,2.1
606,Verb,Work,되다 ,成為 Become become,2.1
607,Grammer,Polite 시다,A/ V - (으)세요 現在式,"은수: 이분은 누구세요? 这位是谁？
다쿠야: 우리 아버지세요. 是我的父亲。
은수: 아, 그래요? 다쿠야 씨는 가족이 어떻게 되세요?  哦。卓也您家有几口人呢？
다쿠야: 부모님하고 여동생이 한 명 있어요. 我和我父母，还有一个妹妹。
은수: 아버지는 무슨 일을 하세요? 您父亲做什么工作？
다쿠야: 중학교에서 영어를 가르치세요.  在初中教英语。
은수: 여동생은 학생이에요? 妹妹是学生吗？ 
다쿠야: 네, 대학교에 다녀요.嗯，在上大学。",2.1
608,Noun,Family,가족 ,家人  family,2.1
609,Noun,Occupation,공무원 ,公务员 civil servant,2.1
610,Noun,Occupation,은행원, banker,2.1
611,Noun,Occupation,주부 ,家庭主妇 housewife,2.1
612,Noun,Family,부모님,父母  parents,2.1
613,Noun,School,중학교  ,初中 middle school,2.1
614,Noun,School,고등학교,高中 high school,2.1
615,Noun,School,대학교 ,大学  university,2.1
616,Noun,School,대학생, 大学生 college student,2.1
617,Noun,Occupation,신문사 ,报社 Newspaper,2.1
618,Noun,School,고등학생 ,高中  high school student,2.1
619,Noun,Hobby,취미 ,兴趣爱好 hobby,2.1
620,Noun,Sports,축구,足球 soccer,2.1
621,Noun,Sports,등산 ,爬山 mountaineering,2.1
622,Noun,Family,敬语,이름 名字／성함 名字（敬语）,2.1
623,Noun,Family,敬语,생일 生日／생신 生日（敬语）生辰 (for 好老の人),2.1
624,Noun,Family,敬语,나이 年龄／연세 年龄（敬语）,2.1
625,Noun,Family,敬语,집家／댁家（敬语）,2.1
626,Noun,Family,敬语,먹다 吃／드시다 吃（敬语）,2.1
627,Noun,Family,敬语,있다 在／ 계시다 在（敬语）or 有,2.1
628,Noun,Family,敬语,자다 睡觉／주무시다 睡觉（敬语）,2.1
629,Grammer,Polite 시다,A/V - (으)셨어요,"A/V-(으)셨어요
eg.오다 →오셨어요.

A 할머니는 전에 무슨 일을 하셨어요? 您奶奶以前是做什么工作的？
B 학교에서 역사를 가르치셨어요. 在学校教历史。",2.1
630,Grammer,Polite 시다,A/V - (으)셨어요,"A/V-(으)셨어요
＂-（으）셨어요”是 ＂-있어요／었어요／였어요”的敬语形式，与形容词或动词词干结合使用，当句子主语比说话者年龄大或地位高时使用。

词干末音节无收音时＋-셨어요
가다 → 가셨어요
멋있다 → 멋있으셨어요

词干末音节有收音时＋-으셨어요
친절하다 → 친절하셨어요
읽다→ 읽으셨어요",2.1
631,Grammer,Polite 시다,A/V - (으)셨어요,"할아버지는 지난주에 산에 가셨어요.爷爷上周去爬山了。
어머니는 아참에 신문을 읽으셨어요.母亲早晨读了报纸。
아버지는 어제 라디오를 들으셨어요.父亲昨天听了收音机。
A： 선생님， 주말에 뭐 하셨어요？ 老师，您周末干什么了？
B： 저는 주말에 영화를 봤어요. 我周末看了电影。",2.1
632,Grammer,Polite 시다,A/V - (으)셨어요,"1．婆婆昨天在家中看電視．
할머니는 어제 댁에 텔레비전을 보셨어요

2．老師現在去搭火車．
선생님은 지금 기차를 타세요

3．老闆今晚會留在公司．
세사장님은 오늘밤에 회사에서 계셔요",2.1
633,Grammer,Polite 시다,A/V - (으)셨어요,"動作敬語   -對做動作者的尊敬
格式體          -對聽者的尊敬（正式場合）
非格式體    -對聽者的尊敬（日常生活）",2.1
634,Grammer,Polite 시다,A/V - (으)셨어요,"1．我對老師說：上週是爸爸的生日．
저번주가 아버지의 생신이셨어요.

2．我對妹妹說：媽媽去了市場．
어머니는 시장에서 가 셨어(요)

3．我對婆婆說：弟弟是廚師．
남동생은 요리사예요",2.1
635,Noun,Time,전에,以前  ago,2.1
636,Noun,School,역사 ,역사 历史,2.1
637,Verb,Hobby,일어나다,Wake Up 여덟시에 일어나셨어요 arise,2.1
638,Verb,Work,걸다,Walk,2.1
639,Verb,Work,쓰다,（用）컴퓨터를 쓰셨어요 to write,2.1
640,Verb,Hobby,산책하다, 散步 공원에 Walk,2.1
641,Noun,Hobby,노래,"Song
노래 하다 Sing song song",2.1
642,Verb,Work,듣다,음악을 들으셨어요 listen,2.1
643,Grammer,S - Connection,"A/V-고
(2nd)","連接詞-V／A고（口＆書）（p．24）
解：and，and then，就係將兩句唔一定有關嘅句子連埋（第7課會再同 서 做比較）

以下係一啲通常會用 고 嘅例子：
1．今天在家做了料理和打了掃．
오늘는 집에서 요리하고 청소해요

2．家裡有兩個橙，都有些麵包．
집에 오렌지 두개 있고 빵도좀있어요",
644,Grammer,S - Connection,"A/V-고
(2nd)","A/V-고

A 가족이 모두 미국에 있어요? 您的家人都在美国吗？
B 아니요, 부모님은 미국에 계시고 남동생은 중국에 있어요. 不，我父母在美国，弟弟在中国。",2.1
645,Grammer,Polite 시다,A/V - (으)셨어요,"“-고”与形容词或动词词干结合使用，
罗列行为、状态或者事实，前一从句与后一从句互换位置也不影响意义表达，可译成“不仅······而且······”“既······又······”“又·····又······”等。

학생 식당 음식이 싸고 맛있어요. 学生食堂的饭菜既便宜又好吃。
여름에는 날씨가 덥고 비가 많아요. 夏天天气很热，而且经常下雨。
저는 주말에 요리도 하고 청소도 해요. 我周末又做饭又打扫卫生。

저는 영어를 배우고 형은 중국어를 배워요. 我学英语，哥哥学中文。
与动词词干结合使用时，还可表示动作的先后，此时前后两个动词不能调换位置，时态只在后一从句中表示即可（参见第1册第8单元）。

저는 보통 숙제를 하고 텔레비전을 봐요. 我一般做完作业后看电视。
저는 아침에 밥을 먹고 학교에 가요. 我早上吃完饭后去学校。
A： 어제 저녁에 뭐 했어요？ 您昨天晚上干什么了？
B： 집에서 책을 읽고 잤어요. 在家看完书后睡觉了。",2.1
